Localitate,Total,Români,Maghiari,Romi,Ucraineni,Germani,Ruși/lipoveni,Turci,Tătari,Sârbi,Slovaci,Bulgari,Croați,Greci,Evrei,Cehi,Polonezi,Italieni,Chinezi,Armeni,Ceangăi,Altă ethnie,Ethnie nedeclarată,Ortodox,Romano-catolic,Reformat?,Penticostal,Greco catolic?,Baptist,Adventist de ziua a șaptea,Musulman,Unitarian,Creștin după Evangelie,Crestin de rit vechi,Evanghelic lutheran sinodo-presbiterian,Evanghelic,Evanghelic de confesiune augustan,Mozaică,Altă religie,Fără religie,Atei,Religie nedeclarată,
798,Prigor c. / Nérahalmos község (CS),2978,2899,2,72,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2825,5,1,0,1,141,3,0,0,0,0,0,0,0,0,1,0,0,1
799,Rãcãºdia c. / Rakasd község (CS),2180,1732,14,418,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1943,21,9,34,5,136,6,0,0,0,0,0,0,0,0,4,21,1,0
800,Ramna c. / Rafna község (CS),1782,1729,11,30,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,10,0,136,8,166,5,0,0,1,2,0,0,0,0,0,1,0,3
801,Rusca Montanã c. / Ruszkabánya község (CS),2095,1954,32,2,22,80,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1807,142,9,42,4,87,0,0,1,0,0,0,0,0,0,3,0,0,0
802,Sacu c. / Szákul község (CS),1681,1432,14,0,215,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,29,1,223,1,36,1,0,0,10,0,0,0,0,0,7,0,0,7
803,Sasca Montanã c. / Szászkabánya község (CS),1887,1848,13,7,2,12,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1704,25,0,31,5,119,1,1,0,0,0,1,0,0,0,0,0,0,0
804,Sicheviþa c. / Szikesfalu község (CS),2732,2678,0,33,6,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,2579,4,0,5,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Slatina-Timiº c. / Temesszlatina község (CS),3159,3066,3,0,12,76,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1936,1004,0,27,1,185,0,0,6,0,0,0,0,0,0,0,0,0,0
806,Socol c. / Nérasolymos község (CS),2301,993,28,21,4,6,1,0,0,1140,0,1,1,0,0,106,0,0,0,0,0,0,0,1900,144,1,166,0,70,1,0,0,0,0,4,7,0,0,5,3,0,0
807,ªopotu Nou c. / Újsopot község (CS),1456,1285,0,12,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,1264,159,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3
808,Târnova c. / Tornó község (CS),1908,1895,1,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757,0,0,69,58,3,0,0,0,1,2,0,0,0,0,9,0,0,9
809,Teregova c. / Teregova község (CS),4388,4325,4,55,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4177,15,5,18,1,136,1,0,0,5,0,0,0,0,0,26,2,2,0
810,Ticvaniu Mare c. / Nagytikvány község (CS),1951,1352,9,562,5,11,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,1,0,1550,13,2,35,298,41,0,0,0,0,1,0,0,0,0,0,5,0,6
811,Topleþ c. / Csernahéviz község (CS),2923,2796,10,96,1,15,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,2712,30,0,38,5,115,2,2,0,4,0,0,1,0,0,12,2,0,0
812,Turnu Ruieni c. / Sebesrom község (CS),3663,3661,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2609,10,0,605,1,434,0,0,0,1,0,0,0,0,0,0,1,0,2
813,Vãliug c. / Ferencfalva község (CS),982,881,10,0,8,80,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,890,84,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
814,Vãrãdia c. / Varadia község (CS),1534,1240,11,255,2,7,1,0,0,3,0,0,2,0,0,13,0,0,0,0,0,0,0,1349,16,3,2,116,41,6,0,0,0,0,0,0,0,0,0,0,0,1
815,Vermeº c. / Krassóvermes község (CS),1770,1683,44,38,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1315,66,2,2,203,180,0,0,0,0,0,1,0,0,0,0,0,1,0
816,Vrani c. / Alsóvarány község (CS),1258,1027,4,215,0,8,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1183,4,0,1,5,62,0,0,0,0,0,0,0,0,0,2,1,0,0
817,Zãvoi c. / Závoly község (CS),4343,4235,47,44,1,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3781,72,9,331,11,103,12,0,0,16,0,0,0,1,0,2,2,1,2
818,Zorlenþu Mare c. / Alsózorlenc község (CS),1223,1143,1,69,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1201,4,1,0,2,14,0,0,0,0,0,0,0,0,0,0,0,1,0
819,Cluj-Napoca municipiul / Kolozsvár municípium (CJ),317953,252433,60287,3029,146,734,57,35,15,12,25,19,3,147,217,6,24,91,14,30,2,572,55,220011,17540,38779,8270,18484,3786,981,396,3369,471,123,492,127,129,227,3005,655,549,559
820,Câmpia Turzii municipiul / Aranyosgyéres municípium (CJ),26823,23346,2190,1250,5,22,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,21822,364,1896,876,644,219,137,0,43,0,5,3,0,0,6,662,69,28,49
821,Dej municipiul / Dés municípium (CJ),38437,32678,5433,258,12,21,3,0,0,1,3,0,0,2,19,1,0,1,0,1,0,4,0,29128,1110,4483,1415,1557,350,110,1,18,2,2,10,3,1,17,158,28,23,21
822,Gherla municipiul / Szamosújvár municípium (CJ),24083,19243,4086,657,4,30,1,1,0,2,5,1,0,0,2,0,2,5,0,31,3,10,0,17498,862,3231,462,1415,151,128,4,12,4,2,7,3,2,1,151,25,18,107
823,Turda municipiul / Torda municípium (CJ),55887,47442,5618,2703,4,83,1,2,0,2,2,0,0,2,10,0,2,11,1,1,0,3,0,44793,1051,3708,1597,1954,280,217,2,1076,17,22,7,4,6,12,954,105,38,44
824,Huedin oraºul / Bánffyhunyad város (CJ),9439,5518,3067,847,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5756,168,2904,328,122,71,3,0,3,4,0,1,7,0,0,56,4,0,12
825,Aghireºu comuna / Egeres község (CJ),7120,3934,2908,272,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3947,715,2100,98,56,72,88,0,6,2,2,0,0,1,0,26,4,0,3
826,Aiton c. / Ajton község (CJ),1338,1154,181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,5,149,45,375,0,0,0,0,1,4,0,0,0,0,9,1,2,0
827,Aluniº c. / Kecsed község (CJ),1403,1389,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,1,9,41,24,34,0,0,0,0,0,0,0,0,0,0,0,1,0
828,Apahida c. / Apahida község (CJ),8785,8010,405,363,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,7436,48,310,370,161,116,36,0,17,5,1,2,0,1,1,250,22,2,7
829,Aºchileu c. / Esküllõ község (CJ),1841,1541,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,5,191,15,4,0,5,0,0,4,0,0,3,0,0,0,0,0,0
830,Baciu c. / Kisbács község (CJ),8139,4565,2840,726,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4629,747,2206,159,166,85,4,3,24,24,19,2,0,0,0,59,6,3,3
831,Bãiºoara c. / Járabánya község (CJ),2330,2272,17,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247,3,12,17,35,8,0,0,0,0,0,0,0,0,0,7,1,0,0
832,Beliº c. / Jósikafalva község (CJ),1384,1381,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,2,1,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,Bobâlna c. / Alparét község (CJ),1888,1827,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,18,19,85,7,16,4,0,0,0,0,0,0,0,0,5,1,1,0
834,Bonþida c. / Bonchida község (CJ),4722,3073,902,744,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,147,1071,62,63,55,10,0,2,2,1,0,0,0,0,104,2,2,1
835,Borºa c. / Kolozsborsa község (CJ),1865,1650,164,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,15,156,42,157,14,0,0,1,1,0,1,0,0,0,0,0,2,2
836,Buza c. / Buza község (CJ),1389,716,663,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,6,576,73,4,5,69,0,0,0,0,0,0,1,0,0,0,0,0
837,Cãianu c. / Magyarkályán község (CJ),2567,1541,978,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,7,580,37,1,20,403,0,3,0,0,0,0,0,0,105,1,0,2
838,Cãlãraºi c. / Harasztos község (CJ),2587,1758,825,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662,100,639,71,7,19,4,0,40,17,0,0,0,0,0,24,0,0,4
839,Cãlãþele c. / Kiskalota község (CJ),2671,2163,271,231,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,3,269,50,1,15,0,0,0,1,0,0,0,0,0,3,0,0,0
840,Cãmãraºu c. / Pusztakamarás község (CJ),2782,2163,199,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517,5,190,0,28,2,37,1,0,0,0,0,1,0,0,1,0,0,0
841,Cãpuºu Mare c. / Magyarkapus község (CJ),3691,2167,1330,189,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2240,13,1213,12,3,145,0,0,1,5,1,0,0,0,0,44,14,0,0
842,Cãºeiu c. / Alsókosály község (CJ),4882,4611,41,228,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4211,8,21,323,266,36,4,0,0,0,0,2,0,0,0,4,0,3,4
843,Câþcãu c. / Kackó község (CJ),2498,2359,79,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2130,2,78,186,12,15,4,0,0,0,0,0,0,0,0,9,0,0,62
844,Cãtina c. / Katona község (CJ),2203,1668,459,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,171,309,1,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,Ceanu Mare c. / Mezõcsán község (CJ),4322,4067,102,152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3855,12,82,213,38,2,49,0,1,0,0,0,0,0,0,64,5,0,1
846,Chinteni c. / Kajántó község (CJ),2786,2187,559,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,63,483,113,90,20,1,0,0,6,0,2,0,0,0,0,0,0,1
847,Chiuieºti c. / Pecsétszeg község (CJ),2769,2737,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346,0,0,206,93,118,5,0,0,0,0,0,0,0,0,0,0,0,1
848,Ciucea c. / Csucsa község (CJ),4426,4392,27,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4132,14,20,14,15,179,0,0,0,0,0,1,0,0,0,44,7,0,0
849,Ciurila c. / Csürülye község (CJ),1509,1467,9,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,3,7,120,121,4,0,0,0,0,2,0,0,0,0,61,0,0,1
850,Cojocna c. / Kolozs község (CJ),4376,2634,887,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2465,711,460,92,464,12,52,0,110,0,0,0,0,0,1,8,0,0,1
851,Corneºti c. / Magyarszarvaskend község (CJ),1809,1516,265,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,48,190,88,26,0,0,0,0,0,0,0,0,0,0,6,6,0,3
852,Cuzdrioara c. / Kozárvár község (CJ),2975,2451,184,338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2525,10,176,166,89,4,2,0,1,0,0,0,0,0,0,2,0,0,0
853,Dãbâca c. / Doboka község (CJ),1804,1586,136,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1551,12,122,30,67,6,0,0,0,1,0,0,1,0,0,11,1,0,2
854,Feleacu c. / Erdõfelek község (CJ),3810,2798,974,34,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2511,115,831,282,22,22,14,0,0,0,1,0,1,0,0,10,0,0,1
855,Fizeºu Gherlii c. / Ördöngösfüzes község (CJ),2631,1569,635,426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863,7,618,5,110,6,5,0,0,0,0,0,0,0,0,17,0,0,0
856,Floreºti c. / Szászfenes község (CJ),7470,4516,2057,888,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4605,587,1369,300,286,244,5,2,17,5,2,0,0,0,0,30,10,2,6
857,Frata c. / Magyarfráta község (CJ),4382,3834,186,359,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3163,5,162,174,516,44,107,0,1,3,0,0,0,0,0,190,12,1,4
858,Gârbãu c. / Magyargorbó község (CJ),2648,1393,1198,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,20,1144,2,74,51,28,0,4,6,0,1,0,0,0,3,0,0,0
859,Geaca c. / Gyeke község (CJ),1744,1414,302,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,13,293,5,8,0,46,0,0,0,0,0,0,0,1,28,0,1,0
860,Gilãu c. / Gyalu község (CJ),7861,6559,743,557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6437,48,799,286,72,190,1,0,5,5,2,1,0,0,0,7,1,3,4
861,Iara c. / Alsójára község (CJ),4704,4266,149,283,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4041,38,49,152,81,14,0,1,41,0,0,1,0,0,0,223,55,5,3
862,Iclod c. / Nagyiklód község (CJ),4420,4204,113,100,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3756,6,109,236,243,62,0,0,0,0,0,0,0,0,0,4,0,0,4
863,Izvoru Criºului c. / Körösfõ község (CJ),1651,330,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,325,9,1307,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Jichiºu de Jos c. / Alsógyékényes község (CJ),1327,1321,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,2,1,50,62,0,0,0,0,0,0,0,0,0,0,5,0,0,0
865,Jucu c. / Zsuk község (CJ),4086,3524,516,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3206,11,460,137,35,24,15,0,1,2,1,0,0,0,0,189,1,2,2
866,Luna c. / Aranyoslóna község (CJ),4450,3835,456,155,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3582,18,468,201,29,35,3,0,1,0,1,0,0,0,0,108,3,1,0
867,Mãguri-Rãcãtãu c. / Reketó község (CJ),2411,2407,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227,1,1,181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
868,Mãnãstireni c. / Magyargyerõmonostor község (CJ),1809,1554,198,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,7,195,65,6,57,0,0,0,0,0,0,0,0,0,32,1,1,1
869,Mãrgãu c. / Meregyó község (CJ),1869,1862,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,1,3,2,27,46,11,0,0,0,0,1,0,0,0,0,0,0,0
870,Mãriºel c. / Havasnagyfalu község (CJ),1670,1668,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,Mica c. / Mikeháza község (CJ),3836,2715,1079,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620,10,936,54,60,3,125,0,2,0,0,0,0,0,0,25,1,0,0
872,Mihai Viteazu c. / Alsó- és Felsõszentmihály község (CJ),5749,4094,1575,75,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3829,232,582,49,39,38,18,0,796,0,1,2,0,0,0,140,18,1,4
873,Mintiu Gherlii c. / Szamosújvárnémeti község (CJ),3860,3687,40,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460,16,34,107,151,58,16,0,1,0,0,0,0,0,0,6,11,0,0
874,Mociu c. / Mocs község (CJ),3494,2589,595,309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674,30,471,51,144,5,118,0,0,0,0,0,0,0,0,1,0,0,0
875,Moldoveneºti c. / Várfalva község (CJ),3644,1474,2127,39,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,60,286,19,108,23,0,0,1716,2,0,0,0,0,1,60,4,0,2
876,Pãlatca c. / Magyarpalatka község (CJ),1374,988,328,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,2,275,2,41,0,66,0,0,0,0,0,0,0,0,2,0,1,0
877,Panticeu c. / Páncélcseh község (CJ),2001,1706,84,210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,6,63,134,31,25,2,0,0,0,0,0,0,0,0,87,14,0,14
878,Petreºtii de Jos c. / Magyarpeterd község (CJ),1891,1850,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,4,1,36,199,3,0,0,0,0,0,0,0,0,0,53,0,1,2
879,Ploscoº c. / Ploszkos község (CJ),797,796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0,1,32,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0
880,Poieni c. / Kissebes község (CJ),5781,5561,29,189,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5324,8,21,249,40,71,2,1,0,0,0,0,0,0,3,60,1,1,0
881,Recea-Cristur c. / Récekeresztúr község (CJ),1701,1518,13,169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,7,11,86,15,2,1,0,0,0,0,0,0,0,0,10,4,0,0
882,Riºca c. / Roska község (CJ),1814,1812,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,Sãcuieu c. / Székelyjó község (CJ),1641,1483,2,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598,0,1,32,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
884,Sâncraiu c. / Kalotaszentkirály község (CJ),1856,457,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,420,28,1319,0,29,49,0,0,1,5,0,0,0,0,0,3,0,2,0
885,Sãnduleºti c. / Szind község (CJ),1892,1790,81,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,19,34,71,26,6,1,0,25,0,0,0,0,0,0,17,9,0,0
886,Sânmãrtin c. / Szépkenyerûszentmárton község (CJ),1744,1509,182,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,7,166,12,65,0,1,0,3,0,0,0,0,0,0,3,2,0,0
887,Sânpaul c. / Magyarszentpál község (CJ),2563,2219,11,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,4,7,125,33,29,0,0,0,0,0,0,0,0,0,22,2,0,0
888,Sãvãdisla c. / Tordaszentlászló község (CJ),4497,2136,2279,78,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1937,161,2032,129,98,22,1,0,17,0,0,0,0,1,0,78,13,0,8
889,Sic c. / Szék község (CJ),2754,110,2637,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,182,2065,68,8,0,285,0,1,19,0,0,1,0,0,16,6,0,0
890,Suatu c. / Magyarszovát község (CJ),1945,838,988,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,5,424,10,173,21,57,0,572,0,0,0,0,0,0,3,0,0,1
891,Þaga c. / Cege község (CJ),2162,1982,133,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,9,126,11,23,0,15,0,0,0,0,0,0,0,0,4,0,0,0
892,Tritenii de Jos c. / Alsódetrehem község (CJ),5066,4610,417,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4146,11,398,285,22,2,42,0,1,0,0,0,0,0,0,156,2,0,1
893,Tureni c. / Tordatúr község (CJ),2585,1852,617,112,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1692,108,248,50,11,32,1,0,264,0,0,1,0,0,0,175,3,0,0
894,Unguraº c. / Bálványosváralja község (CJ),3093,1131,1850,109,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,62,1445,86,151,6,257,0,1,0,0,0,0,0,0,10,0,1,2
895,Vad c. / Révkolostor község (CJ),2143,2092,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742,4,6,235,129,2,10,0,1,0,0,0,0,0,0,14,0,0,0
896,Valea Ierii c. / Járavize község (CJ),1026,1013,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,932,9,8,68,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0
897,Viiºoara c. / Aranyosegerbegy község (CJ),5852,3858,1417,574,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3973,46,1255,76,34,127,50,1,4,0,0,0,0,0,0,252,27,0,7
898,Vultureni c. / Borsaújfalu község (CJ),1568,1328,184,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,13,146,62,35,17,0,0,9,10,0,0,0,0,0,4,0,0,1
899,Municipiul Constanta (CT),310471,286332,437,2962,95,197,879,9018,8724,19,13,48,5,546,44,18,28,48,9,394,6,639,10,286392,2320,160,418,365,699,516,18245,13,44,345,43,160,19,44,339,64,172,113
900,Municipiul Mangalia (CT),40150,36220,186,339,18,15,191,1709,1415,2,3,2,0,10,2,0,2,2,0,6,4,23,1,36157,400,58,121,50,40,49,3138,3,7,42,7,16,0,3,37,8,12,2
901,Municipiul Medgidia (CT),43841,35154,21,497,11,11,40,4056,3987,1,4,4,0,13,1,0,1,2,0,12,0,26,0,35312,142,4,66,7,63,58,8154,0,3,4,0,8,2,2,8,5,3,0
902,Oraª Basarabi (CT),10857,9801,5,272,0,1,9,62,705,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9694,31,0,249,5,78,7,771,1,0,0,0,2,0,0,17,0,2,0
903,Oraª Cernavoda (CT),18915,17841,36,186,5,4,190,546,35,0,0,1,0,1,0,0,0,20,0,0,0,12,38,17745,250,7,78,17,33,10,583,0,1,61,0,1,1,0,31,4,3,90
904,Oraª Eforie (CT),9465,8587,37,177,3,6,19,212,395,0,0,0,0,2,0,0,11,1,0,8,0,7,0,8689,50,11,27,2,4,33,607,0,0,4,0,17,0,0,16,2,1,2
905,Oraª Harsova (CT),10097,8987,12,76,2,0,31,983,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8997,15,5,0,2,21,6,1045,1,0,0,0,1,0,0,0,0,4,0
906,Oraª Navodari (CT),32390,30717,32,303,21,5,910,247,126,0,0,3,0,8,1,0,0,5,0,0,3,9,0,30634,436,4,145,30,172,94,430,0,36,359,1,7,1,0,31,4,6,0
907,Oraª Negru Voda (CT),5552,5404,3,6,0,1,1,73,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5267,2,1,111,0,13,21,135,0,0,0,0,0,0,0,0,0,2,0
908,Oraª Ovidiu (CT),13134,12175,10,117,0,6,21,357,442,0,0,1,0,1,1,1,0,0,0,0,0,2,0,12129,71,2,19,9,17,8,855,0,3,5,0,2,1,0,7,1,0,5
909,Oraª Techirghiol (CT),7109,5936,11,44,6,2,2,361,743,0,2,1,0,0,0,0,0,0,0,1,0,0,0,5854,25,4,33,2,1,47,1128,0,0,3,0,1,0,0,8,1,2,0
910,23 August (CT),5279,4699,7,44,2,0,2,14,509,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4712,11,1,21,1,4,0,521,0,0,0,0,2,1,0,2,0,2,1
911,Adamclisi (CT),2320,2220,1,0,1,0,1,93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,0
912,Agigea (CT),5482,4973,5,3,0,1,4,48,439,0,0,1,0,0,0,0,0,0,0,0,0,8,0,4792,32,1,114,4,19,8,490,0,0,2,4,0,0,0,4,0,0,12
913,Albesti (CT),3503,3361,8,3,4,0,3,9,114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3335,11,1,26,0,4,1,123,0,0,0,0,0,0,0,2,0,0,0
914,Aliman (CT),3083,3080,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3067,3,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
915,Amzacea (CT),2694,2346,4,7,0,0,5,195,136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2345,12,0,0,1,0,0,330,0,1,4,0,0,0,0,0,0,1,0
916,Baneasa (CT),5353,4374,0,14,0,1,0,963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4372,6,0,5,0,5,0,961,0,0,0,0,0,0,0,4,0,0,0
917,Castelu (CT),7892,7000,0,47,0,1,1,626,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6705,19,0,308,0,0,0,840,0,7,0,0,2,1,0,9,1,0,0
918,Cerchezu (CT),1568,1567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
919,Chirnogeni (CT),3580,3565,1,8,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449,14,0,5,26,0,81,3,0,0,1,0,0,0,0,1,0,0,0
920,Ciobanu (CT),3517,3513,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,Ciocarlia (CT),3041,2640,2,4,0,0,0,29,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,14,0,56,0,0,5,394,0,0,0,0,0,0,0,4,0,0,0
922,Cobadin (CT),9116,7310,4,61,0,5,2,1153,576,3,1,0,0,0,0,0,0,0,0,0,0,0,1,7242,18,1,37,1,74,8,1725,1,1,1,0,5,1,0,0,0,0,1
923,Cogealac (CT),7145,7137,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7016,3,2,2,5,50,55,0,0,0,1,2,0,0,0,5,4,0,0
