"JUD" "DEN_JUD" "numarColegiu" "numeTipColegiu" "NrAlegatoriListe" "NrAlegatoriListePermanent" "NrAlegatoriListeSuplimentare" "NrAlegatoriUrnaSpeciala" "NrAlegatoriPrezentatiLaUrne" "NrAlegatoriPrezentiLaUrneListaPermanenta" "NrAlegatoriPrezentiLaUrneListaSuplimentara" "NrAlegatoriPrezentiLaUrneListaSpeciala" "NrBuletineVotPrimite" "NrBuletineVotAnulate" "TotalVoturiValabilExprimateLaNivelSectie" "NrVoturiNule" "NrVoturiAlbe" "UNIUNEA SOCIAL LIBERALÃ" "UNIUNEA DEMOCRATÃ MAGHIARÃ DIN ROMÂNIA" "ALIANÞA ROMÂNIA DREAPTÃ" "PARTIDUL ROMÂNIA MARE" "PARTIDUL POPORULUI - DAN DIACONESCU" "ASOCIAÞIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT." "FEDERAÞIA COMUNITÃÞILOR EVREIEªTI DIN ROMÂNIA" "UNIUNEA POLONEZILOR DIN ROMÂNIA" "ASOCIAÞIA LIGA ALBANEZILOR DIN ROMÂNIA" "COMUNITATEA RUªILOR LIPOVENI DIN ROMÂNIA" "UNIUNEA DEMOCRATICÃ A SLOVACILOR ªI CEHILOR DIN ROMÂNIA" "UNIUNEA UCRAINENILOR DIN ROMÂNIA" "UNIUNEA BULGARÃ DIN BANAT - ROMÂNIA" "FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA" "ASOCIAÞIA PARTIDA ROMILOR PRO-EUROPA" "UNIUNEA CROAÞILOR DIN ROMÂNIA" "UNIUNEA DEMOCRATÃ TURCÃ DIN ROMÂNIA" "UNIUNEA ELENÃ DIN ROMÂNIA" "UNIUNEA DEMOCRATÃ A TÃTARILOR TURCO-MUSULMANI DIN ROMÂNIA" "UNIUNEA ARMENILOR DIN ROMÂNIA" "UNIUNEA CULTURALÃ A RUTENILOR DIN ROMÂNIA" "ASOCIAÞIA MACEDONENILOR DIN ROMÂNIA" "UNIUNEA SÂRBILOR DIN ROMÂNIA" "ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA" "PARTIDUL ECOLOGIST ROMÂN" "PARTIDUL ALIANÞA SOCIALISTÃ" "PARTIDUL POPULAR" "PARTIDUL POPULAR ªI AL PROTECÞIEI SOCIALE" "PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR" "PARTIDUL NAÞIONAL DEMOCRAT CREªTIN" "BIHOR_ 5_NOANE GHEORGHE-VIOREL" "BRAªOV_ 1_HUTOPILÃ VIOLETA" "CLUJ_ 1_ALEXA LIVIU-DORU-ALIN" "DÂMBOVIÞA_ 8_PETRE IONEL" "HUNEDOARA_ 2_POPA GHEORGHE-GABRIEL" "IAªI_ 6_RAªCU BENONI" "OLT_ 3_DRÃGHICESCU DRAGOª-NICOLAE" "OLT_ 2_STAN NICOLAE" "TIMIª_ 4_GOCIU ADRIAN" "Mun. BUCUREªTI_16_PIPEREA GHEORGHE" "Mun. BUCUREªTI_17_FILIP CONSTANTIN"
20 "GORJ" 4 "CAMERA DEPUTATILOR" 49534 49092 395 47 26133 25691 395 47 54300 28167 25254 635 244 14230 136 3558 313 6594 23 50 31 24 1 4 18 30 65 38 12 16 16 8 9 27 34 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 "GORJ" 5 "CAMERA DEPUTATILOR" 55384 55034 342 8 29111 28761 342 8 60591 31480 28456 506 149 15078 119 1805 364 10707 19 52 21 32 8 9 23 19 31 38 11 9 29 3 11 16 38 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 "GORJ" 6 "CAMERA DEPUTATILOR" 54750 54463 274 13 31701 31414 274 13 60002 28301 31146 463 91 18709 90 1449 262 10427 9 16 10 32 4 2 8 5 34 17 3 6 2 1 14 11 20 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21 "HARGHITA" 1 "CAMERA DEPUTATILOR" 66599 65963 385 251 30405 29775 385 245 76699 46294 29437 718 246 2227 21510 623 0 0 10 17 2 15 11 6 21 32 24 106 26 3 20 5 51 9 9 26 4684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21 "HARGHITA" 2 "CAMERA DEPUTATILOR" 47756 47187 271 298 20948 20380 271 297 55000 34051 20231 472 244 1281 16063 212 306 0 13 3 0 25 6 6 24 21 19 29 14 5 22 6 27 15 15 13 2106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21 "HARGHITA" 3 "CAMERA DEPUTATILOR" 57815 57097 450 268 27069 26352 450 267 65000 37932 26279 527 261 461 19390 164 0 0 10 11 4 17 8 11 22 24 26 89 16 16 26 3 62 12 6 22 5879 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21 "HARGHITA" 4 "CAMERA DEPUTATILOR" 64651 63947 373 331 28931 28231 373 327 75000 46072 27804 767 354 859 22005 312 0 0 20 27 2 25 9 17 48 16 54 157 30 8 42 6 67 20 11 22 4047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21 "HARGHITA" 5 "CAMERA DEPUTATILOR" 33923 33561 288 74 12704 12342 288 74 39994 27290 12333 284 87 5855 3846 1196 99 724 5 4 7 11 2 3 5 11 9 22 3 6 6 3 9 5 8 3 353 0 0 138 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 "HUNEDOARA" 1 "CAMERA DEPUTATILOR" 54970 54143 695 132 22932 22105 695 132 59018 36082 22159 569 199 14220 143 2688 1324 2978 23 17 4 26 19 42 11 54 53 32 32 36 11 18 19 72 74 5 0 0 258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 "HUNEDOARA" 2 "CAMERA DEPUTATILOR" 54352 53625 611 116 23158 22432 611 115 59264 36114 22379 638 126 12729 254 2527 938 2719 27 19 13 8 2 21 2 20 63 128 10 15 12 12 20 116 29 4 0 0 251 0 0 0 0 0 0 0 0 2440 0 0 0 0 0 0
22 "HUNEDOARA" 3 "CAMERA DEPUTATILOR" 53520 52505 719 296 24365 23350 719 296 58016 33653 23672 538 152 16285 398 2001 1079 3096 32 23 7 38 14 43 16 27 78 25 20 32 17 10 18 49 73 5 0 0 286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 "HUNEDOARA" 4 "CAMERA DEPUTATILOR" 55758 55352 374 32 22517 22111 374 32 61011 38508 21764 622 117 14738 618 1377 821 3828 19 21 10 32 12 9 11 14 42 74 9 5 19 19 19 28 31 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 "HUNEDOARA" 5 "CAMERA DEPUTATILOR" 62306 61888 391 27 27857 27439 391 27 68133 40281 26902 828 118 12654 837 619 675 11686 17 21 12 23 13 9 21 15 59 41 30 19 19 37 20 35 28 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 "HUNEDOARA" 6 "CAMERA DEPUTATILOR" 61832 61168 616 48 28404 27740 616 48 67315 38935 27682 606 91 15958 1181 7557 456 1746 21 20 8 13 5 20 12 16 100 17 12 33 9 8 24 133 33 13 0 0 287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 "HUNEDOARA" 7 "CAMERA DEPUTATILOR" 64083 63659 396 28 26468 26044 396 28 70101 43616 25587 719 153 18344 1243 2974 457 1985 26 16 10 29 9 40 12 39 51 62 15 19 15 15 23 21 55 9 0 0 118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 "IALOMIÞA" 1 "CAMERA DEPUTATILOR" 62009 61358 451 200 25594 24955 450 189 67607 42013 24625 576 392 14240 35 3675 0 5853 29 15 15 28 50 60 57 32 82 53 24 11 24 28 26 12 75 26 0 175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 "IALOMIÞA" 2 "CAMERA DEPUTATILOR" 64382 63719 445 218 26862 26199 445 218 70290 43428 26009 613 240 16859 42 3438 0 4350 21 11 10 16 14 4 7 31 52 60 11 16 20 8 23 12 75 8 0 797 0 124 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 "IALOMIÞA" 3 "CAMERA DEPUTATILOR" 57203 56440 319 444 23419 22671 319 429 62496 38787 22139 699 580 13147 34 3899 0 4082 41 27 8 59 23 43 96 43 126 96 32 20 59 31 30 30 135 21 0 0 0 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 "IALOMIÞA" 4 "CAMERA DEPUTATILOR" 57486 56892 448 146 23904 23312 448 144 62702 38798 22733 763 406 12163 38 4477 224 5180 27 23 10 26 7 44 49 27 89 146 21 21 26 21 15 14 64 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 1 "CAMERA DEPUTATILOR" 44491 43752 358 381 19391 18660 358 373 48628 29187 18148 729 513 12680 23 1811 0 2502 42 11 18 152 17 73 40 57 159 43 49 20 167 16 31 39 99 8 0 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 2 "CAMERA DEPUTATILOR" 71050 70367 602 81 24212 23529 602 81 79425 55215 22926 853 427 14766 26 3265 0 3734 73 25 78 110 47 46 70 57 86 55 48 14 52 33 59 22 237 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 3 "CAMERA DEPUTATILOR" 49216 48570 408 238 21800 21161 407 232 53797 31996 20526 802 467 12031 19 4610 0 2710 35 8 21 195 18 76 38 49 222 33 54 15 130 17 38 33 112 17 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 4 "CAMERA DEPUTATILOR" 59000 58459 492 49 19621 19080 492 49 64406 44785 18393 878 350 10783 32 2042 748 3195 32 14 45 67 515 15 72 32 135 152 37 12 31 35 18 14 117 7 0 243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 5 "CAMERA DEPUTATILOR" 63706 63258 386 62 23466 23018 386 62 70000 46535 22443 769 252 16075 28 2655 0 2911 49 21 57 65 65 28 68 35 46 66 29 13 22 16 26 15 141 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 6 "CAMERA DEPUTATILOR" 58787 58104 537 146 23331 22651 536 144 64708 41377 22054 855 419 14707 23 3700 0 2407 7 55 50 56 35 10 2 42 89 12 12 20 18 13 30 13 36 22 0 58 85 0 0 74 0 0 0 0 0 0 478 0 0 0 0 0
24 "IAªI" 7 "CAMERA DEPUTATILOR" 59170 58522 408 240 21041 20398 408 235 65798 44758 19893 669 477 13307 25 1715 0 3497 47 10 13 181 12 84 49 81 137 63 72 19 192 21 28 34 99 11 0 196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 8 "CAMERA DEPUTATILOR" 65003 64548 334 121 27351 26896 334 121 71415 44040 26375 839 132 16030 43 5776 484 2693 18 77 40 20 37 12 37 14 95 45 12 9 41 15 113 4 33 14 0 713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 9 "CAMERA DEPUTATILOR" 61401 61147 238 16 23752 23498 238 16 69899 46149 22862 779 109 13750 21 3210 428 4229 15 16 18 19 26 6 22 9 75 50 11 7 23 6 42 6 29 12 0 832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 10 "CAMERA DEPUTATILOR" 53134 52815 224 95 20724 20406 223 95 58422 37686 20095 507 122 12983 20 3512 280 2258 16 43 18 19 21 12 24 14 54 26 13 14 25 11 58 5 25 2 0 642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 11 "CAMERA DEPUTATILOR" 54991 54624 160 207 18526 18246 160 120 60911 42393 17878 551 84 10221 36 3230 326 3239 21 35 22 12 46 3 28 11 62 39 14 7 19 8 50 4 17 6 0 422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "IAªI" 12 "CAMERA DEPUTATILOR" 50244 50016 185 43 20410 20183 184 43 55632 35222 19746 573 82 11182 30 3055 231 4500 18 44 16 20 30 7 26 11 59 43 12 3 28 10 28 4 20 3 0 366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 "ILFOV" 1 "CAMERA DEPUTATILOR" 65479 64793 507 179 30610 29925 507 178 71799 41190 29465 904 232 21989 37 3024 752 3057 13 16 13 28 15 9 7 22 51 78 12 43 27 12 28 7 34 17 0 0 0 174 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 "ILFOV" 2 "CAMERA DEPUTATILOR" 79768 78475 1229 64 30817 29524 1229 64 85998 55181 29662 915 238 20239 32 3825 532 4377 17 14 17 44 4 12 10 21 57 92 16 59 15 24 21 5 41 31 0 0 0 157 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 "ILFOV" 3 "CAMERA DEPUTATILOR" 71611 70984 591 36 30175 29548 591 36 78301 48127 28888 994 282 19861 43 3261 438 4597 12 12 22 27 12 10 16 21 52 177 13 33 32 18 24 7 36 27 0 0 0 137 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 "ILFOV" 4 "CAMERA DEPUTATILOR" 70932 70254 648 30 30486 29808 648 30 77202 46716 29397 840 224 20797 63 3717 0 4090 15 35 13 54 18 9 10 12 110 51 24 47 31 31 38 20 69 16 0 0 0 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 "MARAMUREª" 1 "CAMERA DEPUTATILOR" 69910 69602 291 17 23261 22953 291 17 76405 53144 22620 563 77 12729 2107 3943 0 2441 21 22 11 15 3 12 21 8 82 14 7 15 10 4 23 16 42 7 0 1067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 "MARAMUREª" 2 "CAMERA DEPUTATILOR" 79458 78982 432 44 23563 23088 432 43 87105 63542 22783 627 144 13535 2102 3612 0 2183 22 41 11 28 9 14 15 14 75 41 14 13 14 10 21 21 36 6 0 946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 "MARAMUREª" 3 "CAMERA DEPUTATILOR" 54838 54178 414 246 20936 20282 414 240 60691 39755 20287 475 168 11417 1645 4354 0 2062 8 11 6 23 2 17 9 15 49 32 11 8 13 26 7 13 45 9 0 505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 "MARAMUREª" 4 "CAMERA DEPUTATILOR" 67480 66925 446 109 22566 22025 434 107 74498 51932 21940 466 151 10064 961 6613 0 3437 26 16 9 35 2 10 12 26 44 40 19 10 8 19 10 21 43 20 0 495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 "MARAMUREª" 5 "CAMERA DEPUTATILOR" 51341 51045 261 35 16034 15739 261 34 55599 39567 15453 444 134 7843 214 2517 0 3968 21 10 5 23 2 12 8 10 55 8 14 15 10 12 13 15 29 9 0 640 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 "MARAMUREª" 6 "CAMERA DEPUTATILOR" 56338 55865 388 85 20091 19620 388 83 61800 41709 19541 450 97 11814 1425 2338 0 3274 22 28 6 22 4 11 106 14 37 18 12 11 12 13 8 29 35 8 0 294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 "MARAMUREª" 7 "CAMERA DEPUTATILOR" 50386 50056 292 38 16223 15893 292 38 55000 38777 15405 656 155 9047 228 3119 0 1884 18 11 4 39 7 10 311 19 23 11 17 10 12 20 15 116 32 21 0 431 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 "MEHEDINÞI" 1 "CAMERA DEPUTATILOR" 60881 60463 384 34 28788 28370 384 34 66692 37904 28082 647 59 16173 96 8323 454 2412 13 12 8 9 3 9 7 14 20 27 2 9 26 3 17 0 8 23 0 314 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0
27 "MEHEDINÞI" 2 "CAMERA DEPUTATILOR" 64732 64307 322 103 31274 30850 322 102 71598 40324 30353 776 145 18527 93 6444 484 3968 23 34 18 15 1 75 7 4 58 81 13 9 30 7 14 13 26 108 0 301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 "MEHEDINÞI" 3 "CAMERA DEPUTATILOR" 61253 60060 583 610 29194 28036 583 575 67801 38607 28261 702 231 19655 84 2736 699 4510 19 37 16 43 13 10 4 13 45 46 22 10 21 19 21 17 33 11 0 177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 "MEHEDINÞI" 4 "CAMERA DEPUTATILOR" 57308 55149 629 1530 30533 28447 628 1458 62486 31953 29369 779 385 20416 54 3564 459 4032 90 46 34 35 20 13 28 61 87 152 14 40 47 32 57 15 60 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 "MUREª" 1 "CAMERA DEPUTATILOR" 62046 61696 273 77 28383 28033 273 77 68630 40247 27822 450 109 8965 12209 3322 539 928 17 45 7 10 6 3 16 12 67 32 15 7 9 4 16 9 5 10 1569 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 "MUREª" 2 "CAMERA DEPUTATILOR" 65495 65186 257 52 30279 29971 257 51 72979 42700 29530 603 146 11980 10463 4414 0 1254 9 32 5 14 9 5 7 6 79 73 7 7 17 5 38 3 13 6 1084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 "MUREª" 3 "CAMERA DEPUTATILOR" 56794 55635 474 685 24959 23808 474 677 62197 37238 23606 729 623 5799 13528 1629 0 1562 31 49 17 67 33 31 64 47 119 321 65 39 42 40 40 17 48 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 "MUREª" 4 "CAMERA DEPUTATILOR" 64339 63618 497 224 25472 24755 497 220 70637 45165 24386 719 367 11527 4042 4204 491 3086 24 22 34 49 27 36 17 21 81 125 15 19 14 26 19 32 81 17 303 74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 "MUREª" 5 "CAMERA DEPUTATILOR" 55244 54180 473 591 22890 21863 473 554 60593 37703 21826 627 437 2281 15925 509 0 633 35 31 21 15 7 33 62 24 72 202 24 56 33 27 38 15 24 15 1744 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 "MUREª" 6 "CAMERA DEPUTATILOR" 65196 64608 523 65 23014 22426 523 65 72382 49368 21632 935 446 9129 3640 3758 0 3519 41 45 46 42 15 17 26 25 296 268 33 35 41 44 46 8 32 16 510 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 "MUREª" 7 "CAMERA DEPUTATILOR" 59805 59055 497 253 23374 22625 497 252 65788 42415 22111 858 404 11572 3287 2921 447 3097 34 75 36 21 9 28 31 22 68 256 26 32 21 43 35 6 32 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 "MUREª" 8 "CAMERA DEPUTATILOR" 55970 55331 502 137 23465 22826 502 137 61095 37630 22377 789 299 13145 3353 1742 382 2754 53 34 14 32 4 17 26 25 98 133 25 14 14 10 28 12 25 37 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 "NEAMÞ" 1 "CAMERA DEPUTATILOR" 58108 57782 307 19 22678 22353 307 18 63960 41290 21641 914 114 12821 39 4318 533 2837 18 33 13 37 30 12 6 27 68 38 3 12 23 8 18 5 15 14 0 485 0 228 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 "NEAMÞ" 2 "CAMERA DEPUTATILOR" 63535 63192 297 46 25773 25432 295 46 69899 44126 24521 1110 138 14827 44 4946 527 2875 30 43 9 43 46 8 17 31 95 26 3 6 28 10 19 9 23 10 0 585 0 261 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 "NEAMÞ" 3 "CAMERA DEPUTATILOR" 58642 57608 779 255 23569 22545 776 248 64486 40921 22272 965 328 14067 41 2069 477 4783 19 10 4 67 19 12 17 25 41 36 7 19 8 6 16 5 19 24 0 342 0 139 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 "NEAMÞ" 4 "CAMERA DEPUTATILOR" 66109 65660 434 15 29073 28624 434 15 72600 43527 28210 725 138 13021 42 11978 347 1857 19 23 11 38 56 2 3 13 32 28 6 10 46 8 12 9 10 7 0 431 0 201 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 "NEAMÞ" 5 "CAMERA DEPUTATILOR" 58784 58150 412 222 22222 21588 412 222 65303 43082 21289 665 267 15177 56 1516 466 3154 21 13 16 48 43 5 9 28 33 38 6 14 21 10 19 9 21 13 0 317 0 236 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 "NEAMÞ" 6 "CAMERA DEPUTATILOR" 58030 57231 571 228 24092 23303 571 218 63471 39373 23050 723 319 15636 33 2682 531 2831 23 17 11 56 40 21 8 26 37 38 6 21 21 12 20 14 38 18 0 658 0 252 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 "NEAMÞ" 7 "CAMERA DEPUTATILOR" 51783 51072 613 98 23401 22693 611 97 56806 33405 22324 828 249 14859 22 2327 362 2808 23 18 6 36 25 9 4 11 39 41 8 17 6 9 25 6 14 11 0 370 0 1268 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 "NEAMÞ" 8 "CAMERA DEPUTATILOR" 60060 59462 578 20 23022 22424 578 20 65704 42682 21962 805 255 14499 40 2036 653 3875 27 15 7 28 26 9 5 25 41 37 6 14 10 16 20 8 19 12 0 328 0 206 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 "OLT" 1 "CAMERA DEPUTATILOR" 72663 72232 422 9 28287 27856 422 9 80149 51870 27282 887 110 18542 86 2694 1450 3952 26 16 7 15 14 3 10 20 47 109 8 9 9 13 38 9 34 17 0 0 154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 "OLT" 2 "CAMERA DEPUTATILOR" 47734 46496 710 528 28527 27295 710 522 51824 23297 27584 716 227 18987 29 1004 0 4575 10 41 6 14 29 10 7 14 15 35 18 37 38 23 25 22 98 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2535 0 0 0
30 "OLT" 3 "CAMERA DEPUTATILOR" 52237 51222 582 433 25616 24613 582 421 56839 31224 24708 630 277 16563 29 1898 0 5734 15 15 20 19 16 14 5 12 27 35 17 19 18 11 51 10 133 9 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0
30 "OLT" 4 "CAMERA DEPUTATILOR" 54525 53577 712 236 26120 25174 712 234 59275 33156 25174 654 291 16118 25 3012 334 5207 21 50 16 16 19 11 11 16 88 61 18 20 22 19 18 13 53 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 "OLT" 5 "CAMERA DEPUTATILOR" 56915 55766 654 495 28428 27294 654 480 61873 33445 27547 694 186 17954 30 1492 473 7152 16 15 19 12 20 6 6 69 53 112 14 17 17 12 15 12 26 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 "OLT" 6 "CAMERA DEPUTATILOR" 52257 51431 490 336 25187 24383 488 316 57059 31872 24231 622 334 16015 23 2154 569 5097 23 22 16 21 11 7 8 17 52 44 18 31 19 12 13 6 51 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 "OLT" 7 "CAMERA DEPUTATILOR" 53535 52267 422 846 26119 24911 419 789 57987 31876 25204 648 259 15795 13 1429 383 7242 10 25 22 20 23 7 9 16 37 39 16 24 25 10 18 6 29 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 1 "CAMERA DEPUTATILOR" 55894 55498 311 85 21933 21537 311 85 61401 39468 21119 697 117 14103 37 4058 0 2560 45 27 13 16 6 7 5 14 45 37 21 12 42 5 16 4 23 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 2 "CAMERA DEPUTATILOR" 61934 61455 341 138 26106 25632 341 133 68010 41909 25221 723 157 13694 44 7266 0 3194 41 14 19 13 8 14 8 13 76 55 7 21 196 8 30 5 24 13 0 458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 3 "CAMERA DEPUTATILOR" 49635 49250 319 66 23809 23424 319 66 54499 30690 23060 608 138 13425 18 5420 357 3540 15 8 9 5 5 8 4 12 39 111 4 6 26 3 17 5 8 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 4 "CAMERA DEPUTATILOR" 52723 52226 277 220 26737 26244 277 216 57595 30862 25733 732 268 17976 22 3278 394 3574 12 19 20 17 16 10 9 21 51 98 10 20 56 4 70 9 35 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 5 "CAMERA DEPUTATILOR" 50531 50121 295 115 21337 20935 295 107 55094 33757 20699 446 192 13123 27 4734 0 2478 25 3 11 9 7 5 0 22 43 16 8 10 12 3 23 7 18 7 0 0 0 0 108 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 6 "CAMERA DEPUTATILOR" 46124 45671 263 190 23259 22807 263 189 50612 27359 22463 612 174 10804 22 5856 519 4959 14 10 16 11 1 9 8 7 60 62 6 11 16 2 24 7 29 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 7 "CAMERA DEPUTATILOR" 53239 52759 362 118 24973 24493 362 118 58400 33438 24116 624 222 14533 27 5482 0 3604 25 19 17 34 10 5 6 25 74 97 30 11 52 11 16 5 27 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 8 "CAMERA DEPUTATILOR" 56226 55487 462 277 31356 30625 462 269 61597 30251 30063 867 416 21568 30 3756 383 3751 24 11 15 13 14 26 7 22 115 47 12 66 46 11 13 15 14 12 0 0 0 92 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 9 "CAMERA DEPUTATILOR" 56802 56036 734 32 29368 28602 734 32 61886 32522 28219 845 300 12313 30 12020 0 3212 34 26 17 23 22 15 10 26 157 173 23 5 41 5 18 3 19 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 10 "CAMERA DEPUTATILOR" 71815 71424 350 41 30966 30575 350 41 78913 47951 29973 884 104 16570 49 7961 655 3989 11 32 24 6 11 9 5 14 67 80 8 28 164 7 42 5 11 12 0 0 0 0 213 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 11 "CAMERA DEPUTATILOR" 64191 63906 228 57 30158 29873 228 57 70905 40748 29245 810 102 15765 46 9281 501 3043 13 16 10 6 7 5 4 11 70 20 10 11 148 5 22 9 10 9 0 0 0 0 223 0 0 0 0 0 0 0 0 0 0 0 0 0
31 "PRAHOVA" 12 "CAMERA DEPUTATILOR" 65276 64914 319 43 31983 31621 319 43 71512 39541 30784 1085 102 17767 57 8023 766 3466 69 39 14 14 6 6 3 17 136 57 9 12 206 10 69 12 12 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 "SATU MARE" 1 "CAMERA DEPUTATILOR" 57153 56668 315 170 17981 17497 315 169 63023 45042 17177 566 238 7314 1604 5812 0 1760 28 22 9 20 3 97 10 26 127 66 5 7 79 12 12 50 29 8 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 "SATU MARE" 2 "CAMERA DEPUTATILOR" 66079 65293 558 228 26222 25443 558 221 72310 46088 25351 643 228 12483 5824 4068 0 1928 20 26 5 4 1 42 15 38 117 73 6 12 55 18 9 46 17 18 526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 "SATU MARE" 3 "CAMERA DEPUTATILOR" 55432 54826 362 244 20804 20205 362 237 60993 40189 20127 497 180 9798 5432 2174 0 1883 26 28 2 12 2 20 14 17 188 39 9 9 33 12 13 24 17 7 368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
