"JUD" "DEN_JUD" "numarColegiu" "numeTipColegiu" "NrAlegatoriListe" "NrAlegatoriListePermanent" "NrAlegatoriListeSuplimentare" "NrAlegatoriUrnaSpeciala" "NrAlegatoriPrezentatiLaUrne" "NrAlegatoriPrezentiLaUrneListaPermanenta" "NrAlegatoriPrezentiLaUrneListaSuplimentara" "NrAlegatoriPrezentiLaUrneListaSpeciala" "NrBuletineVotPrimite" "NrBuletineVotAnulate" "TotalVoturiValabilExprimateLaNivelSectie" "NrVoturiNule" "NrVoturiAlbe" "UNIUNEA SOCIAL LIBERALÃ" "UNIUNEA DEMOCRATÃ MAGHIARÃ DIN ROMÂNIA" "ALIANÞA ROMÂNIA DREAPTÃ" "PARTIDUL ROMÂNIA MARE" "PARTIDUL POPORULUI - DAN DIACONESCU" "ASOCIAÞIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT." "FEDERAÞIA COMUNITÃÞILOR EVREIEªTI DIN ROMÂNIA" "UNIUNEA POLONEZILOR DIN ROMÂNIA" "ASOCIAÞIA LIGA ALBANEZILOR DIN ROMÂNIA" "COMUNITATEA RUªILOR LIPOVENI DIN ROMÂNIA" "UNIUNEA DEMOCRATICÃ A SLOVACILOR ªI CEHILOR DIN ROMÂNIA" "UNIUNEA UCRAINENILOR DIN ROMÂNIA" "UNIUNEA BULGARÃ DIN BANAT - ROMÂNIA" "FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA" "ASOCIAÞIA PARTIDA ROMILOR PRO-EUROPA" "UNIUNEA CROAÞILOR DIN ROMÂNIA" "UNIUNEA DEMOCRATÃ TURCÃ DIN ROMÂNIA" "UNIUNEA ELENÃ DIN ROMÂNIA" "UNIUNEA DEMOCRATÃ A TÃTARILOR TURCO-MUSULMANI DIN ROMÂNIA" "UNIUNEA ARMENILOR DIN ROMÂNIA" "UNIUNEA CULTURALÃ A RUTENILOR DIN ROMÂNIA" "ASOCIAÞIA MACEDONENILOR DIN ROMÂNIA" "UNIUNEA SÂRBILOR DIN ROMÂNIA" "ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA" "PARTIDUL ECOLOGIST ROMÂN" "PARTIDUL ALIANÞA SOCIALISTÃ" "PARTIDUL POPULAR" "PARTIDUL POPULAR ªI AL PROTECÞIEI SOCIALE" "PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR" "PARTIDUL NAÞIONAL DEMOCRAT CREªTIN" "BIHOR_ 5_NOANE GHEORGHE-VIOREL" "BRAªOV_ 1_HUTOPILÃ VIOLETA" "CLUJ_ 1_ALEXA LIVIU-DORU-ALIN" "DÂMBOVIÞA_ 8_PETRE IONEL" "HUNEDOARA_ 2_POPA GHEORGHE-GABRIEL" "IAªI_ 6_RAªCU BENONI" "OLT_ 3_DRÃGHICESCU DRAGOª-NICOLAE" "OLT_ 2_STAN NICOLAE" "TIMIª_ 4_GOCIU ADRIAN" "Mun. BUCUREªTI_16_PIPEREA GHEORGHE" "Mun. BUCUREªTI_17_FILIP CONSTANTIN"
8 "BRAªOV" 6 "CAMERA DEPUTATILOR" 61204 61048 141 15 24997 24841 141 15 67305 42310 24179 703 111 13310 1144 5867 680 1800 15 19 4 8 10 14 18 15 525 22 3 13 38 12 27 9 31 11 0 584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 "BRAªOV" 7 "CAMERA DEPUTATILOR" 66282 66002 247 33 28852 28573 247 32 72828 43986 27917 792 133 16417 1680 5591 907 1743 13 26 7 10 8 22 6 21 617 18 11 9 56 6 21 13 30 14 0 671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 "BRAªOV" 8 "CAMERA DEPUTATILOR" 63791 63607 160 24 25000 24816 160 24 70308 45311 24247 644 106 13240 1076 6115 680 1836 11 16 4 5 11 9 6 22 510 23 9 9 49 5 8 7 44 10 0 542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 "BRÃILA" 1 "CAMERA DEPUTATILOR" 43628 43464 157 7 18888 18724 157 7 47931 29043 18301 517 70 11897 61 2615 0 2918 9 15 4 16 27 3 7 5 37 28 12 22 32 3 11 0 19 4 0 390 0 166 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 "BRÃILA" 2 "CAMERA DEPUTATILOR" 65442 65101 312 29 29927 29586 312 29 71601 41675 28928 866 130 17051 80 5771 0 4486 24 46 4 21 101 5 8 13 61 36 17 47 79 10 37 3 25 14 0 682 0 307 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 "BRÃILA" 3 "CAMERA DEPUTATILOR" 78576 78276 275 25 32980 32680 275 25 86095 53118 31870 925 177 20705 101 3204 0 6111 17 25 8 32 338 4 15 17 61 112 30 46 72 17 23 6 39 15 0 625 0 247 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 "BRÃILA" 4 "CAMERA DEPUTATILOR" 55016 54316 399 301 22806 22117 398 291 59802 36999 21607 809 386 14559 36 1439 268 4508 24 18 13 33 11 9 22 26 65 65 26 68 56 4 24 9 49 8 0 0 0 267 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 "BRÃILA" 5 "CAMERA DEPUTATILOR" 66142 65571 539 32 26446 25875 539 32 72116 45669 24978 934 533 16546 62 1467 0 5960 70 37 21 31 72 12 36 42 66 112 99 51 33 45 23 9 54 16 0 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 "BUZÃU" 1 "CAMERA DEPUTATILOR" 54221 53059 579 583 24268 23111 579 578 58690 34422 23368 703 197 16694 36 2672 344 3296 6 16 12 26 24 9 4 6 13 110 2 19 17 6 15 6 16 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 "BUZÃU" 2 "CAMERA DEPUTATILOR" 51103 50463 411 229 18163 17523 411 229 56339 38176 17329 572 262 11697 27 1716 331 3200 15 34 21 14 5 21 15 10 13 28 15 13 14 14 16 1 23 14 0 0 0 72 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 "BUZÃU" 3 "CAMERA DEPUTATILOR" 54752 54029 421 302 23522 22799 421 302 59490 35968 22446 787 289 15714 51 2848 432 2816 26 29 20 27 8 6 18 14 24 72 17 30 19 21 31 3 32 24 0 0 0 164 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 "BUZÃU" 4 "CAMERA DEPUTATILOR" 49791 48958 395 438 21412 20580 395 437 54556 33144 20209 610 593 14842 47 2997 615 0 15 23 19 29 37 16 10 14 61 75 25 26 19 19 25 13 38 19 0 0 0 1225 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 "BUZÃU" 5 "CAMERA DEPUTATILOR" 51403 50592 392 419 26294 25483 392 419 56360 30066 24983 871 440 17791 40 1496 345 4672 37 56 38 39 8 36 15 19 19 64 30 31 29 19 33 3 27 22 0 0 0 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 "BUZÃU" 6 "CAMERA DEPUTATILOR" 66255 65943 284 28 26163 25851 284 28 74477 48314 25218 784 161 15370 50 2740 623 4324 17 20 12 13 5 10 12 25 34 81 12 17 15 20 38 4 15 27 0 1734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 "BUZÃU" 7 "CAMERA DEPUTATILOR" 78048 77578 442 28 34186 33716 442 28 85029 50843 33048 936 202 21547 68 6196 799 3934 26 22 17 27 26 17 12 20 89 31 21 38 23 22 45 12 36 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 "CARAª-SEVERIN" 1 "CAMERA DEPUTATILOR" 77965 77480 461 24 24885 24400 461 24 88688 63806 23887 902 92 13119 380 3963 515 4783 14 90 9 26 6 33 61 71 334 54 158 12 24 10 19 13 20 173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 "CARAª-SEVERIN" 2 "CAMERA DEPUTATILOR" 53263 52625 398 240 20776 20138 398 240 61330 40554 20076 600 100 13083 29 2111 282 4026 14 17 7 23 3 25 177 43 67 51 15 13 7 15 17 10 14 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 "CARAª-SEVERIN" 3 "CAMERA DEPUTATILOR" 46725 46128 393 204 20322 19727 393 202 54500 34178 19602 535 185 11226 87 3103 516 3268 22 25 4 32 8 547 33 39 38 49 52 15 13 10 10 13 23 469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 "CARAª-SEVERIN" 4 "CAMERA DEPUTATILOR" 49427 48675 477 275 17462 16710 477 275 58097 40639 16714 597 146 9171 108 2281 0 3154 28 17 30 33 10 172 32 101 78 57 810 18 13 7 13 5 22 554 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 "CARAª-SEVERIN" 5 "CAMERA DEPUTATILOR" 54798 53591 478 729 24414 23211 477 726 63026 38611 23521 677 212 13166 125 4903 0 4594 42 31 36 58 21 12 91 69 118 58 55 27 25 10 20 5 27 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 "CÃLÃRAªI" 1 "CAMERA DEPUTATILOR" 65745 65098 629 18 27141 26494 629 18 71999 44858 26111 829 201 15116 40 4963 646 4639 24 55 15 62 19 23 23 29 78 154 16 25 18 18 65 25 49 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 "CÃLÃRAªI" 2 "CAMERA DEPUTATILOR" 50561 49264 901 396 25024 23733 901 390 55000 29976 23708 812 504 12142 53 6532 268 3747 19 101 13 135 7 16 16 18 241 90 15 44 48 34 70 23 71 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 "CÃLÃRAªI" 3 "CAMERA DEPUTATILOR" 49850 48677 728 445 23228 22104 683 441 54498 31270 22003 746 479 15937 58 1693 264 3057 21 140 18 162 8 8 28 27 92 177 15 35 44 36 68 37 70 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 "CÃLÃRAªI" 4 "CAMERA DEPUTATILOR" 44205 43700 319 186 21024 20520 319 185 48495 27471 19790 915 319 12502 37 2896 218 3556 8 80 8 69 9 10 21 14 98 75 5 24 35 23 37 11 53 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 "CÃLÃRAªI" 5 "CAMERA DEPUTATILOR" 53111 52235 699 177 25260 24384 699 177 58000 32740 24179 756 325 18853 51 1478 297 2741 11 93 8 72 8 7 15 30 41 292 11 22 18 31 46 25 24 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 "CLUJ" 1 "CAMERA DEPUTATILOR" 69007 68737 232 38 28636 28366 232 38 75624 46989 28026 501 100 11446 3529 7572 674 1431 15 44 7 17 14 9 14 12 71 21 8 4 14 6 38 8 12 13 550 0 0 0 0 0 0 0 0 2497 0 0 0 0 0 0 0 0
13 "CLUJ" 2 "CAMERA DEPUTATILOR" 63775 63513 230 32 25315 25053 230 32 69630 44315 24706 514 93 10679 2608 8543 587 1499 20 47 7 13 4 5 12 15 116 30 3 5 11 9 71 5 8 8 401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 "CLUJ" 3 "CAMERA DEPUTATILOR" 69808 69503 266 39 27786 27481 266 39 76507 48723 27134 541 107 13140 3870 6820 593 1604 23 36 5 8 4 11 10 13 151 22 13 8 17 8 35 8 10 15 710 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 "CLUJ" 4 "CAMERA DEPUTATILOR" 69954 69737 199 18 23005 22788 199 18 76807 53802 22462 451 92 9428 3534 6246 586 1777 19 43 3 13 7 7 21 16 83 29 6 5 10 5 25 5 17 12 565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 "CLUJ" 5 "CAMERA DEPUTATILOR" 54539 53753 545 241 19314 18530 545 239 59385 40071 18644 479 191 10551 1707 2730 369 2605 11 8 2 24 12 12 19 15 48 57 11 17 33 15 59 8 18 5 178 130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 "CLUJ" 6 "CAMERA DEPUTATILOR" 56654 55803 550 301 22979 22139 550 290 61717 38741 22268 474 234 13238 1787 3963 510 2357 9 22 16 36 6 11 20 38 39 48 26 8 32 24 9 23 30 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 "CLUJ" 7 "CAMERA DEPUTATILOR" 61375 60861 380 134 19355 18843 380 132 67122 47767 18433 674 248 8109 2487 2404 592 3887 16 30 10 25 14 12 30 10 49 162 14 6 28 19 9 13 24 18 465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 "CLUJ" 8 "CAMERA DEPUTATILOR" 55903 55523 286 94 19297 18940 286 71 61138 41841 18678 518 101 8545 1243 4387 455 3622 13 28 8 13 4 6 4 48 53 167 8 10 17 1 9 4 26 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 "CLUJ" 9 "CAMERA DEPUTATILOR" 46091 45652 410 29 15462 15023 410 29 50254 34792 14794 467 201 7606 1380 3255 358 1932 9 14 8 17 2 12 9 30 30 21 15 9 21 12 11 14 19 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 "CLUJ" 10 "CAMERA DEPUTATILOR" 53841 53189 472 180 18286 17634 472 180 58618 40331 17687 446 153 5598 5505 3310 522 1402 14 18 7 23 7 7 20 6 73 358 13 2 18 6 23 6 20 11 718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "CONSTANÞA" 1 "CAMERA DEPUTATILOR" 65930 65261 584 85 27135 26466 584 85 71896 44765 26001 918 210 15957 34 2253 670 6120 24 28 18 9 112 7 8 13 33 34 16 36 46 211 22 16 41 6 0 287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "CONSTANÞA" 2 "CAMERA DEPUTATILOR" 78261 77516 654 91 31350 30605 654 91 85315 53965 29933 1122 295 19318 60 2763 472 5208 30 32 25 24 228 6 23 10 53 74 8 134 58 796 22 10 63 17 0 499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "CONSTANÞA" 3 "CAMERA DEPUTATILOR" 65689 64964 530 195 28054 27330 529 195 71598 43544 26613 968 473 15681 44 2364 394 6657 33 45 57 28 28 22 34 24 82 80 18 168 111 400 22 26 92 17 0 186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "CONSTANÞA" 4 "CAMERA DEPUTATILOR" 46165 45853 264 48 20464 20152 264 48 50514 30050 19442 691 331 11793 24 3017 312 3081 14 34 52 31 18 11 31 14 72 61 18 90 92 434 20 21 86 8 0 108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "CONSTANÞA" 5 "CAMERA DEPUTATILOR" 57103 56383 671 49 25505 24787 671 47 62098 36593 24431 913 159 13788 77 4432 377 4209 25 36 27 26 107 20 21 21 61 53 15 168 59 540 18 12 71 13 0 255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "CONSTANÞA" 6 "CAMERA DEPUTATILOR" 70318 69846 399 73 31454 30982 399 73 76909 45460 30188 1038 223 18591 56 4692 588 4572 26 27 29 14 51 7 35 19 50 54 10 158 63 616 33 20 63 6 0 408 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "CONSTANÞA" 7 "CAMERA DEPUTATILOR" 40842 40659 173 10 17734 17551 173 10 44779 27045 16974 543 217 10752 28 2401 0 2652 22 43 9 20 19 25 10 19 39 41 8 100 19 379 23 9 38 11 0 307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "CONSTANÞA" 8 "CAMERA DEPUTATILOR" 67304 66983 305 16 29293 28972 305 16 74222 44929 28297 782 214 18018 79 4557 499 3720 23 14 15 10 62 7 14 12 63 38 8 77 29 397 36 13 50 7 0 549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "CONSTANÞA" 9 "CAMERA DEPUTATILOR" 81443 81011 400 32 37338 36906 400 32 89120 51777 35932 1170 236 20565 98 8644 587 3886 27 33 22 29 83 15 15 22 108 57 13 161 83 521 92 14 98 13 0 746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "CONSTANÞA" 10 "CAMERA DEPUTATILOR" 61457 61054 371 32 29131 28728 371 32 67208 38077 28168 796 167 16258 88 6139 409 3458 28 42 9 31 46 4 19 35 68 23 2 155 79 433 92 5 52 19 0 572 0 0 102 0 0 0 0 0 0 0 0 0 0 0 0 0
15 "COVASNA" 1 "CAMERA DEPUTATILOR" 55225 54775 414 36 21947 21506 414 27 60278 38331 21461 397 89 3760 11297 617 254 894 7 13 6 14 3 4 10 4 19 17 4 6 20 7 11 3 11 10 4255 215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 "COVASNA" 2 "CAMERA DEPUTATILOR" 43948 43438 264 246 17455 16946 264 245 48155 30700 16511 593 351 1163 9875 250 0 757 26 8 8 39 4 29 77 11 94 589 10 18 36 15 15 33 26 14 3169 245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 "COVASNA" 3 "CAMERA DEPUTATILOR" 47486 46653 394 439 18210 17383 394 433 51665 33455 17462 467 281 544 13018 208 123 213 14 6 4 22 3 17 75 11 53 293 7 8 30 11 18 30 15 5 2734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 "COVASNA" 4 "CAMERA DEPUTATILOR" 39021 38455 302 264 15514 14948 302 264 42885 27371 14796 525 193 4579 6162 1744 197 1072 20 6 9 32 2 15 29 7 75 61 6 17 22 22 10 25 25 5 654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 "DÂMBOVIÞA" 1 "CAMERA DEPUTATILOR" 48750 48429 237 84 17607 17286 237 84 53314 35711 16797 544 262 10092 17 3758 0 2374 21 34 47 48 8 14 7 22 111 34 24 24 27 13 24 22 49 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 "DÂMBOVIÞA" 2 "CAMERA DEPUTATILOR" 57771 57318 337 116 26040 25590 336 114 63196 37156 25092 735 213 16846 26 3693 0 3970 19 35 50 45 8 11 17 31 50 64 33 27 26 14 47 16 39 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 "DÂMBOVIÞA" 3 "CAMERA DEPUTATILOR" 50019 49475 305 239 25546 25007 305 234 54702 29156 24370 755 420 16880 23 3017 0 3552 29 77 107 74 10 17 26 32 90 166 43 22 38 21 64 20 44 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 "DÂMBOVIÞA" 4 "CAMERA DEPUTATILOR" 80601 79931 641 29 34853 34183 641 29 88179 53327 33319 1337 196 17475 67 8602 0 6096 48 38 19 44 16 7 45 97 126 112 12 31 81 15 46 14 27 26 0 0 0 275 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 "DÂMBOVIÞA" 5 "CAMERA DEPUTATILOR" 51773 51436 297 40 23912 23575 297 40 56729 32815 22855 845 210 13881 27 3246 0 5121 17 17 13 24 3 19 17 37 55 98 17 25 23 21 25 9 34 15 0 0 0 111 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 "DÂMBOVIÞA" 6 "CAMERA DEPUTATILOR" 46182 45581 479 122 23466 22867 479 120 50310 26852 22248 881 328 13181 30 4656 0 3710 12 39 34 53 8 24 14 17 126 74 37 35 25 23 30 16 75 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 "DÂMBOVIÞA" 7 "CAMERA DEPUTATILOR" 51070 50531 326 213 24866 24329 326 211 55835 30975 23730 840 288 16071 17 3421 0 3440 14 35 70 33 10 12 2 27 105 225 35 29 21 29 52 21 35 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 "DÂMBOVIÞA" 8 "CAMERA DEPUTATILOR" 51448 51027 378 43 26339 25918 378 43 56329 29990 25176 824 335 14061 25 7189 313 2505 36 21 29 49 4 4 16 44 210 135 13 22 41 26 29 10 32 21 0 0 0 0 0 0 0 0 0 0 341 0 0 0 0 0 0 0
17 "DOLJ" 1 "CAMERA DEPUTATILOR" 64829 64570 233 26 27068 26810 233 25 70616 43548 26227 695 146 16195 63 4121 438 4956 9 4 5 41 28 3 7 25 89 56 7 18 11 8 23 9 93 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 "DOLJ" 2 "CAMERA DEPUTATILOR" 70849 70431 229 189 32321 31907 229 185 77516 45195 31303 843 175 19469 82 5878 430 4523 13 16 8 52 4 0 7 12 88 14 10 18 21 4 30 4 115 11 0 494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 "DOLJ" 3 "CAMERA DEPUTATILOR" 62988 62819 132 37 26441 26272 132 37 68404 41963 25697 647 97 18060 59 3486 0 3253 15 20 5 35 16 2 8 12 62 86 7 8 20 2 24 5 70 12 0 430 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 "DOLJ" 4 "CAMERA DEPUTATILOR" 74240 74028 176 36 31977 31765 176 36 81025 49048 30941 869 167 21017 94 5101 0 3600 27 41 9 50 17 6 10 28 72 34 8 12 34 14 41 3 121 27 0 575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 "DOLJ" 5 "CAMERA DEPUTATILOR" 58944 58107 419 418 29919 29107 419 393 67692 37773 28791 795 333 17991 76 5279 282 4644 15 25 16 44 29 9 11 6 78 47 14 20 22 14 19 3 43 10 0 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 "DOLJ" 6 "CAMERA DEPUTATILOR" 38906 38028 334 544 22474 21615 334 525 44101 21627 21658 565 251 17001 36 1655 0 2639 14 21 20 36 7 1 5 12 27 51 7 11 9 2 12 5 12 11 0 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 "DOLJ" 7 "CAMERA DEPUTATILOR" 37868 37411 210 247 17598 17162 210 226 41600 24002 17005 393 200 10933 56 2190 0 3413 19 33 14 29 23 7 7 7 41 25 19 24 57 4 11 3 20 14 0 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 "DOLJ" 8 "CAMERA DEPUTATILOR" 50038 49353 352 333 21969 21293 352 324 56228 34259 20901 683 384 10666 69 5507 0 3807 22 33 18 92 12 12 18 35 200 149 16 24 22 7 15 8 63 30 0 76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 "DOLJ" 9 "CAMERA DEPUTATILOR" 70908 69535 646 727 37575 36208 646 721 79504 41929 36127 877 571 26082 90 4358 0 4736 31 103 27 81 18 13 13 18 104 125 26 25 28 10 21 15 63 30 0 110 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 "DOLJ" 10 "CAMERA DEPUTATILOR" 61255 60073 452 730 31573 30445 452 676 69000 37427 30155 883 535 19719 94 4734 0 4658 39 88 19 91 35 8 18 25 151 113 23 25 34 9 21 11 42 37 0 161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 "GALAÞI" 1 "CAMERA DEPUTATILOR" 44920 44188 485 247 20059 19327 485 247 49703 29644 19053 619 387 13765 57 804 199 3651 53 33 16 41 18 18 34 3 34 113 20 10 11 9 25 9 46 84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 "GALAÞI" 2 "CAMERA DEPUTATILOR" 63112 62038 937 137 25731 24660 936 135 68505 42774 24398 934 399 13741 103 5927 390 3443 87 68 20 63 27 18 47 17 106 68 18 17 21 25 33 13 61 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 "GALAÞI" 3 "CAMERA DEPUTATILOR" 51790 50812 788 190 21321 20343 788 190 56111 34790 20187 646 488 12988 105 1550 0 4580 48 38 10 76 42 10 15 25 47 294 41 18 116 14 44 21 70 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 "GALAÞI" 4 "CAMERA DEPUTATILOR" 44374 43582 250 542 19504 18722 250 532 48392 28888 18756 505 243 12834 69 2040 0 3373 16 26 8 40 21 8 12 6 21 98 26 7 55 12 17 9 41 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 "GALAÞI" 5 "CAMERA DEPUTATILOR" 58330 56810 500 1020 27789 26286 500 1003 64019 36230 26517 699 571 19998 61 1473 307 3849 65 61 15 40 31 38 53 12 70 140 22 11 29 12 48 15 53 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 "GALAÞI" 6 "CAMERA DEPUTATILOR" 67266 66846 350 70 28980 28561 350 69 73711 44731 27783 1014 180 15652 285 5237 641 3575 19 47 11 27 22 24 18 11 105 69 16 31 184 19 58 8 30 25 0 1669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 "GALAÞI" 7 "CAMERA DEPUTATILOR" 62871 62619 230 22 25016 24764 230 22 68982 43966 24058 834 124 15281 65 3415 451 3575 10 19 8 21 23 19 16 12 49 63 7 15 57 13 19 5 34 16 0 865 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 "GALAÞI" 8 "CAMERA DEPUTATILOR" 67642 67391 220 31 27898 27647 220 31 73446 45553 26880 887 121 18699 84 3494 0 3123 30 25 13 16 20 10 16 5 64 28 7 9 51 29 25 6 29 21 0 1076 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 "GALAÞI" 9 "CAMERA DEPUTATILOR" 66356 66057 287 12 24906 24607 287 12 72912 48006 24053 710 138 15569 58 3289 476 3556 9 12 2 13 21 14 15 12 36 50 5 16 40 10 21 5 26 12 0 786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 "GIURGIU" 1 "CAMERA DEPUTATILOR" 60402 59938 446 18 26181 25717 446 18 65927 39746 25166 873 142 18225 63 1549 0 4619 20 20 24 42 13 31 23 14 31 57 25 16 25 10 30 16 28 14 0 271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 "GIURGIU" 2 "CAMERA DEPUTATILOR" 58618 57237 578 803 34437 33056 578 803 63649 29212 33065 995 377 26666 42 1127 275 4236 36 37 15 48 23 53 41 11 26 86 76 19 38 27 65 32 51 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 "GIURGIU" 3 "CAMERA DEPUTATILOR" 64747 64164 537 46 28802 28219 537 46 70574 41772 27451 940 411 14348 60 6870 287 5043 58 17 58 42 13 13 33 21 96 79 19 18 32 35 31 20 86 43 0 0 0 129 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 "GIURGIU" 4 "CAMERA DEPUTATILOR" 47725 47045 444 236 25696 25017 444 235 51844 26148 24597 790 309 19217 26 1317 165 3373 37 20 7 42 7 23 44 23 33 44 47 20 29 15 18 28 43 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 "GORJ" 1 "CAMERA DEPUTATILOR" 49157 48541 432 184 27112 26498 432 182 53696 26584 26296 589 227 12923 74 5199 281 7447 11 48 34 22 7 13 22 20 38 35 15 12 21 8 10 10 36 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 "GORJ" 2 "CAMERA DEPUTATILOR" 49623 49106 422 95 24468 23951 422 95 54599 30131 23527 600 341 12943 71 3543 257 6129 13 66 63 14 5 21 19 33 120 34 14 30 28 7 14 28 56 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 "GORJ" 3 "CAMERA DEPUTATILOR" 48886 48438 309 139 24226 23779 309 138 53790 29564 23321 549 356 13620 84 1400 249 7414 19 61 86 15 6 17 19 30 77 34 20 20 31 3 18 34 49 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
